budget,genres,keywords,original_language,popularity,production_companies,release_date,runtime,title,vote_average,vote_count,castgrade,directorGrade,writerGrade,class
145000000,"['Adventure', 'Action', 'Fantasy']",[],en,60.034162,"['Universal Pictures', 'China Film Co-Production Corporation', 'Relativity Media', 'Alphaville Films', 'Sommers Company, The']",01/07/2008,112.0,The Mummy: Tomb of the Dragon Emperor,5.2,1387,0.0,0.0,1.0,3.0
175000000,"['Action', 'Adventure', 'Crime', 'Fantasy', 'Science Fiction']","['dc comics', 'shared universe', 'anti hero', 'secret mission', 'villain', 'superhero', 'supervillain', 'dc extended universe']",en,90.23791999999999,"['DC Comics', 'Dune Entertainment', 'Atlas Entertainment', 'Warner Bros.', 'DC Entertainment']",02/08/2016,123.0,Suicide Squad,5.9,7458,0.0,2.0,0.0,4.0
175000000,"['Fantasy', 'Comedy', 'Family']","['father son relationship', 'daily life', 'married couple', 'support', 'father', 'marriage', 'faith', 'baustelle', 'rescue', 'animal', 'nature', 'duringcreditsstinger', ""noah's ark""]",en,27.082182,"['Columbia Pictures', 'Universal Pictures', 'Spyglass Entertainment', 'Shady Acres Entertainment', 'Original Film', 'Playtone', 'Relativity Media']",09/06/2007,96.0,Evan Almighty,5.3,1151,1.0,2.0,1.0,0.0
178000000,"['Action', 'Science Fiction']","['deja vu', 'time warp', 'restart', 'dystopia', 'war', 'alien', 'military officer', 'soldier', 'alien invasion', 'exoskeleton']",en,79.456485,"['Village Roadshow Pictures', 'Warner Bros.', 'Viz Media', 'Province of British Columbia Production Services Tax Credit', '3 Arts Entertainment', 'RatPac-Dune Entertainment']",27/05/2014,113.0,Edge of Tomorrow,7.6,4858,2.0,2.0,1.0,3.0
175000000,"['Adventure', 'Action']","['ocean', 'tattoo', 'mutant', 'water', 'dystopia', 'doomsday']",en,44.640291999999995,"['Universal Pictures', 'Gordon Company', 'Davis Entertainment', 'Licht/Mueller Film Corporation']",28/07/1995,135.0,Waterworld,5.9,992,1.0,1.0,1.0,2.0
175000000,"['Adventure', 'Action', 'Thriller', 'Science Fiction']","['terrorist', 'secret', 'hostage', 'technology', 'warhead', 'government', 'president', 'revenge', 'murder', 'attack', 'explosion', 'scientist', 'lasers', 'evil', 'cobra']",en,32.852443,"['Paramount Pictures', 'Spyglass Entertainment', 'Di Bonaventura Pictures', 'Hasbro', 'Kontsept Film Company']",04/08/2009,118.0,G.I. Joe: The Rise of Cobra,5.6,1962,1.0,0.0,1.0,2.0
175000000,"['Drama', 'Comedy', 'Animation', 'Family']","['dream', 'cartoon', 'imaginary friend', 'animation', 'family', 'moving', 'kids', 'unicorn', 'duringcreditsstinger', '3d', 'emotions']",en,128.65596399999998,"['Walt Disney Pictures', 'Pixar Animation Studios']",09/06/2015,94.0,Inside Out,8.0,6560,2.0,2.0,1.0,4.0
175000000,"['Family', 'Adventure', 'Drama', 'Fantasy']","['based on novel', 'snake', 'wolf', 'elephant', 'tiger', 'feral child', 'panther', 'remake', 'bear', 'jungle', 'talking animal', 'orphan', 'animal', 'talking to animals']",en,94.19931600000001,"['Walt Disney Pictures', 'Walt Disney Studios Motion Pictures', 'Fairview Entertainment', 'Moving Picture Company (MPC)']",07/04/2016,106.0,The Jungle Book,6.7,2892,2.0,2.0,1.0,4.0
200000000,"['Adventure', 'Action', 'Science Fiction']","['malibu', 'marvel comic', 'superhero', 'based on comic book', 'revenge', 'aftercreditsstinger', 'marvel cinematic universe']",en,77.30019399999998,['Marvel Studios'],28/04/2010,124.0,Iron Man 2,6.6,6849,2.0,2.0,1.0,4.0
170000000,"['Adventure', 'Fantasy', 'Drama']","['queen', 'magic', 'fairy tale', 'immortality', 'forest', 'deception', 'woman', 'eternal youth', 'snow white', 'evil queen', 'evil stepmother', 'imprisoned', 'sorceress']",en,77.178973,"['Universal Pictures', 'Roth Films']",30/05/2012,127.0,Snow White and the Huntsman,5.8,3118,1.0,0.0,1.0,3.0
180000000,"['Fantasy', 'Adventure', 'Action', 'Family', 'Romance']","['fairy tale', 'villain', 'sleeping beauty', 'dark fantasy', 'based on fairy tale', 'adaptation', 'retelling', 'literary adaptation', '3d']",en,110.62064699999999,"['Walt Disney Pictures', 'Walt Disney Studios Motion Pictures', 'Roth Films']",28/05/2014,97.0,Maleficent,7.0,4496,2.0,2.0,1.0,4.0
170000000,"['Science Fiction', 'Action', 'Drama', 'Thriller']","['leader', 'colony', 'post-apocalyptic', 'dystopia', 'forest', 'sequel', 'woods', 'ape', 'scientist', 'monkey', 'medical research', 'animal attack', 'plague', '3d']",en,243.79174300000003,"['Ingenious Media', 'Chernin Entertainment', 'TSG Entertainment']",26/06/2014,130.0,Dawn of the Planet of the Apes,7.3,4410,2.0,2.0,1.0,4.0
27000000,"['Action', 'Adventure', 'Science Fiction', 'Romance']",[],en,2.418535,"['Corsan', 'Bliss Media', 'Limelight International Media Entertainment', 'Neelmudra Entertainment', 'Aristos Films', 'Singularity Productions', 'Wildkite']",13/02/2015,109.0,The Lovers,4.8,34,0.0,0.0,0.0,0.0
175000000,"['Drama', 'Action', 'Adventure', 'Fantasy']","['japan', 'suicide', 'samurai', 'based on true story', 'samurai sword', 'ronin', 'shogun', 'half breed', '3d']",en,41.796339,"['Mid Atlantic Films', 'Stuber Productions', 'Universal', 'Moving Picture Company (MPC)', 'H2F Entertainment']",06/12/2013,119.0,47 Ronin,5.9,1326,0.0,0.0,1.0,0.0
170000000,"['Action', 'Adventure', 'Science Fiction']","['washington d.c.', 'future', 'shield', 'marvel comic', 'superhero', 'based on comic book', 'captain america', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe', '3d', 'political thriller']",en,72.22526500000002,['Marvel Studios'],20/03/2014,136.0,Captain America: The Winter Soldier,7.6,5764,2.0,2.0,1.0,4.0
165000000,"['Comedy', 'Adventure', 'Fantasy', 'Animation', 'Family']","['ogre', '3d']",en,44.041185999999996,['DreamWorks Animation'],16/05/2010,93.0,Shrek Forever After,6.0,1959,0.0,0.0,0.0,4.0
190000000,"['Adventure', 'Family', 'Mystery', 'Science Fiction']","['inventor', 'apocalypse', 'destiny', 'imax', 'dreamer', 'futuristic car', 'futuristic city']",en,130.311355,"['Walt Disney Pictures', 'Babieka', 'A113']",19/05/2015,130.0,Tomorrowland,6.2,2846,2.0,2.0,1.0,1.0
165000000,"['Adventure', 'Family', 'Animation', 'Action', 'Comedy']","['brother brother relationship', 'hero', 'talent', 'revenge', 'best friend', 'another dimension', 'robot', 'boy genius', 'hate', 'aftercreditsstinger', 'moral dilemma', '3d', 'teen superheroes', 'dead brother']",en,203.73459,"['Walt Disney Pictures', 'Walt Disney Animation Studios']",24/10/2014,102.0,Big Hero 6,7.8,6135,2.0,2.0,1.0,4.0
165000000,"['Family', 'Animation', 'Comedy', 'Adventure']","['support group', 'product placement', 'bullying', 'racing', 'arcade', 'medal', 'self esteem', 'curiosity', 'precocious child', 'aftercreditsstinger', 'duringcreditsstinger', 'first person shooter', 'glitch', 'carefree', 'video gamer', 'q*bert', 'interrupted wedding', 'social reject']",en,62.341073,['Walt Disney Animation Studios'],01/11/2012,108.0,Wreck-It Ralph,7.1,4570,2.0,2.0,1.0,3.0
165000000,"['Adventure', 'Animation', 'Family', 'Fantasy']","['santa claus', 'nerd', 'faith', 'gift', 'bell', 'beard', 'north pole', 'chute', 'trestle', 'ticket', 'christmas']",en,47.323228,"['Golden Mean', 'Playtone', 'ImageMovers']",10/11/2004,100.0,The Polar Express,6.4,1474,2.0,2.0,1.0,2.0
165000000,"['Action', 'Adventure', 'Science Fiction']","['alternate history', 'alien invasion']",en,48.775723,"['Twentieth Century Fox Film Corporation', 'Centropolis Entertainment', 'TSG Entertainment', 'Stereo D']",22/06/2016,120.0,Independence Day: Resurgence,4.9,2491,0.0,1.0,1.0,3.0
165000000,"['Fantasy', 'Adventure', 'Animation', 'Family']","['flying', 'blacksmith', 'arena', 'island', 'night', 'ship', 'training', 'village', 'forest', 'viking', 'friendship', 'ignorance', 'flight', 'nest', 'dragon', 'battle', 'combat', 'well', 'warrior']",en,67.263269,"['DreamWorks Animation', 'Vertigo Entertainment', 'Mad Hatter Entertainment']",05/03/2010,98.0,How to Train Your Dragon,7.5,4227,2.0,2.0,1.0,3.0
200000000,"['Action', 'Thriller', 'Science Fiction']","['saving the world', 'artificial intelligence', 'man vs machine', 'cyborg', 'killer robot', 'sun glasses', 'leather jacket', 'nanotechnology', 'rocket launcher', 'firemen', 'veterinarian', 'fire engine', 'dystopia', 'psychiatrist']",en,69.405188,"['Columbia Pictures', 'Intermedia Films', 'Warner Bros.', 'C-2 Pictures', 'IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG', 'Mostow/Lieberman Productions']",02/07/2003,109.0,Terminator 3: Rise of the Machines,5.9,2143,0.0,1.0,1.0,3.0
170000000,"['Action', 'Science Fiction', 'Adventure']","['marvel comic', 'spaceship', 'space', 'outer space', 'orphan', 'adventurer', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe']",en,481.09862400000003,"['Marvel Studios', 'Moving Picture Company (MPC)', 'Bulletproof Cupid', 'Revolution Sun Studios']",30/07/2014,121.0,Guardians of the Galaxy,7.9,9742,2.0,2.0,1.0,4.0
165000000,"['Adventure', 'Drama', 'Science Fiction']","['saving the world', 'artificial intelligence', 'father son relationship', 'single parent', 'nasa', 'expedition', 'wormhole', 'space travel', 'famine', 'black hole', 'dystopia', 'race against time', 'quantum mechanics', 'spaceship', 'space', 'rescue', 'family relationships', 'farmhouse', 'robot', 'astronaut', 'scientist', 'father daughter relationship', 'single father', 'farmer', 'space station', 'imax', 'astrophysics', 'zero gravity', 'courage', 'time paradox', 'relativity']",en,724.247784,"['Paramount Pictures', 'Legendary Pictures', 'Warner Bros.', 'Syncopy', 'Lynda Obst Productions']",05/11/2014,169.0,Interstellar,8.1,10867,2.0,2.0,2.0,4.0
160000000,"['Action', 'Thriller', 'Science Fiction', 'Mystery', 'Adventure']","['loss of lover', 'dream', 'kidnapping', 'sleep', 'subconsciousness', 'heist', 'redemption', 'female hero']",en,167.58371,"['Legendary Pictures', 'Warner Bros.', 'Syncopy']",14/07/2010,148.0,Inception,8.1,13752,2.0,2.0,1.0,4.0
15000000,"['Action', 'Adventure', 'Drama', 'Horror', 'Science Fiction']","['monster', 'godzilla', 'giant monster', 'destruction', 'kaiju', 'toyko']",ja,9.476999000000001,"['Cine Bazar', 'Toho Pictures']",29/07/2016,120.0,Shin Godzilla,6.5,143,2.0,2.0,1.0,4.0
250000000,"['Adventure', 'Fantasy', 'Action']","['riddle', 'elves', 'dwarves', 'orcs', 'middle-earth (tolkien)', 'hobbit', 'mountains', 'wizard', 'journey', 'ring', 'goblin', 'courage', 'giant', 'tunnel', 'underground lake', 'buried treasure', 'climbing a tree', 'invisibility', 'ancient', 'gnomes']",en,108.849621,"['WingNut Films', 'New Line Cinema', 'Warner Bros. Pictures', 'Metro-Goldwyn-Mayer (MGM)']",26/11/2012,169.0,The Hobbit: An Unexpected Journey,7.0,8297,2.0,2.0,1.0,4.0
38000000,"['Action', 'Crime', 'Thriller']","['street gang', 'car race', 'undercover', 'auto-tuning', 'los angeles', 'car', 'automobile racing', 'aftercreditsstinger', 'duringcreditsstinger']",en,6.909942,"['Universal Pictures', 'Original Film', 'Ardustry Entertainment', 'Mediastream Film GmbH & Co. Productions KG']",22/06/2001,106.0,The Fast and the Furious,6.6,3428,2.0,0.0,1.0,4.0
150000000,"['Fantasy', 'Drama', 'Thriller', 'Mystery', 'Romance']","['diary', 'navy', 'funeral', 'tea', 'travel', 'hospital']",en,60.269279000000004,"['Paramount Pictures', 'Warner Bros.', 'Kennedy/Marshall Company, The']",24/11/2008,166.0,The Curious Case of Benjamin Button,7.3,3292,2.0,2.0,1.0,3.0
160000000,"['Action', 'Science Fiction', 'Adventure']","['cia', 'mutant', 'mine', 'marvel comic', 'superhero', 'based on comic book', 'superhuman', 'historical fiction', 'nuclear war', 'cuban missile crisis', 'world war iii', '1960s']",en,3.195174,"['Ingenious Film Partners', 'Ingenious Media', 'Twentieth Century Fox Film Corporation', ""Donners' Company"", 'Dune Entertainment', 'Dune Entertainment III', 'Marvel Entertainment', 'Bad Hat Harry Productions', 'Big Screen Productions']",24/05/2011,132.0,X-Men: First Class,7.1,5181,2.0,2.0,2.0,3.0
160000000,"['Action', 'Adventure', 'Science Fiction']","['revolution', 'strong woman', 'dystopia', 'game of death', '3d', 'based on young adult novel']",en,127.28442700000001,"['Studio Babelsberg', 'Lionsgate', 'Color Force']",18/11/2015,137.0,The Hunger Games: Mockingjay - Part 2,6.6,3984,2.0,2.0,1.0,4.0
150000000,"['Fantasy', 'Adventure', 'Action', 'Comedy', 'Drama']","['witch', 'fire', 'wolf', 'fountain', 'magic', 'book', 'castle', 'water', 'apprentice', 'training', 'merlin', 'love', 'mission', 'sorcerer', 'dragon', 'aftercreditsstinger', 'apprendista', 'morgana']",en,35.580815,"['Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Saturn Films', 'Broken Road Productions', 'Junction Entertainment']",13/07/2010,109.0,The Sorcerer's Apprentice,5.8,1470,1.0,2.0,1.0,2.0
160000000,"['Adventure', 'Action', 'Drama', 'Thriller']","[""new year's eve"", 'fire', 'drowning', 'cataclysm', 'loss of father', 'atlantic ocean', 'ball', 'self-abandonment', 'shipwreck', 'giant wave', 'blackout', 'ship', 'daughter', 'single', 'escape', 'capsized ship']",en,21.133748,"['Virtual Studios', 'Next Entertainment', 'Warner Bros.', 'Irwin Allen Productions', 'Radiant Productions', 'Synthesis Entertainment']",12/05/2006,99.0,Poseidon,5.5,583,1.0,2.0,1.0,1.0
170000000,['Fantasy'],"['based on novel', 'clock', 'queen', 'sequel', 'alice in wonderland', 'dark fantasy', 'mad hatter', '3d']",en,56.268916000000004,"['Walt Disney Pictures', 'Team Todd', 'Tim Burton Productions', 'Roth Films', 'Legend3D']",25/05/2016,113.0,Alice Through the Looking Glass,6.5,1725,2.0,2.0,1.0,2.0
160000000,"['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family']","['ambush', 'sadness', 'stage', 'liberation of prisoners', 'island', 'traitor', 'shipwreck', 'prince', 'ship', 'donkey', 'kingdom', 'theatre play', 'transformation', 'conciliation', 'tricks', 'heir to the throne', 'assault', 'boarding school', ""coup d'etat"", 'teacher', 'best friend', 'dragon', 'cowardliness', 'pregnancy', 'capture', 'duringcreditsstinger']",en,42.986467,"['DreamWorks SKG', 'DreamWorks Animation']",17/05/2007,93.0,Shrek the Third,6.0,2278,1.0,0.0,1.0,4.0
160000000,"['Action', 'Adventure', 'Fantasy']","['video game', 'elves', 'orcs', 'magic', 'chase', 'based on comic book', 'sorcerer', 'fictional war', 'based on video game', 'wizard', 'fictional language', 'muscles', 'orc', 'sword and sorcery']",en,63.148529,"['Universal Pictures', 'Atlas Entertainment', 'Legendary Pictures', 'Blizzard Entertainment']",25/05/2016,123.0,Warcraft,6.3,2268,2.0,2.0,1.0,3.0
155000000,"['Science Fiction', 'Action', 'Thriller', 'Adventure']","['saving the world', 'artificial intelligence', 'cyborg', 'killer robot', 'future', 'time travel', 'dystopia', 'sequel', 'fiction', 'duringcreditsstinger', '3d']",en,202.04263500000002,"['Paramount Pictures', 'Annapurna Pictures', 'Skydance Media']",23/06/2015,126.0,Terminator Genisys,5.8,3631,1.0,1.0,1.0,3.0
155000000,"['Adventure', 'Family', 'Fantasy']","['based on novel', 'magic', 'good vs evil', 'king', 'narnia', 'fantasy world', 'knife held to throat', 'snowing', 'quest']",en,49.661984000000004,"['Dune Entertainment', 'Fox 2000 Pictures', 'Walden Media']",13/08/2010,113.0,The Chronicles of Narnia: The Voyage of the Dawn Treader,6.2,1514,2.0,2.0,1.0,3.0
140000000,"['History', 'Romance', 'War']","['nurse', 'patriotism', 'hawaii', 'world war ii', 'pilot', 'pearl harbor', 'u.s. air force', 'airplane', 'war', 'army', 'love', 'pin-up']",en,34.20669,"['Jerry Bruckheimer Films', 'Touchstone Pictures']",21/05/2001,183.0,Pearl Harbor,6.6,1791,2.0,2.0,1.0,4.0
150000000,"['Adventure', 'Science Fiction', 'Action']","['destroy', 'transformation', 'alien', 'based on toy', 'transformers', 'robot', 'duringcreditsstinger', 'teenage hero']",en,25.468493,"['Paramount Pictures', 'DreamWorks SKG', 'Amblin Entertainment', 'Di Bonaventura Pictures', 'Platinum Dunes', 'thinkfilm', 'SprocketHeads', 'Hasbro Studios', 'Revolution Sun Studios']",27/06/2007,144.0,Transformers,6.6,4040,1.0,2.0,1.0,4.0
155000000,"['War', 'History', 'Action', 'Adventure', 'Drama', 'Romance']","['aristotle', 'egypt', 'greece', 'persia', 'elephant', 'campaign', 'alexander the great', 'homosexuality', 'gay relationship', 'ancient world']",en,39.019228999999996,"['France 3 Cin?®ma', 'Intermedia Films', 'Path?® Renn Productions', 'Egmond Film & Television', 'Warner Bros.', 'Pacifica Film', 'IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG', 'WR Universal Group']",21/11/2004,175.0,Alexander,5.6,927,0.0,2.0,1.0,1.0
150000000,"['Adventure', 'Fantasy', 'Family', 'Mystery']","['prophecy', 'witch', 'loss of lover', 'magic', 'cutting the cord', 'child hero', 'dying and death', 'broom', ""sorcerer's apprentice"", 'school of witchcraft', 'black magic', 'death of a friend', 'sorcery', 'occultism']",en,78.14439499999997,"['Warner Bros.', 'Heyday Films']",28/06/2007,138.0,Harry Potter and the Order of the Phoenix,7.4,5494,2.0,2.0,1.0,4.0
150000000,"['Adventure', 'Fantasy', 'Family']","['magic', 'dying and death', 'broom', ""sorcerer's apprentice"", 'school of witchcraft', 'chosen one', 'black magic', 'boarding school', 'vision', 'tournament', 'teenager', 'wizard', 'teenage hero', 'based on young adult novel']",en,101.250416,"['Patalex IV Productions Limited', 'Warner Bros.', 'Heyday Films']",05/11/2005,157.0,Harry Potter and the Goblet of Fire,7.5,5608,2.0,2.0,1.0,4.0
150000000,"['Fantasy', 'Action']","['flying', 'alcohol', ""love of one's life"", 'forbidden love', 'lovers', 'affection', 'advertising expert', 'alcoholism', 'invulnerability', 'superhero', 'pokies', 'duringcreditsstinger']",en,56.758410999999995,"['Columbia Pictures', 'Weed Road Pictures', 'Forward Pass', 'Relativity Media', 'Overbrook Entertainment', 'Blue Light', 'GH Three']",01/07/2008,92.0,Hancock,6.2,2961,2.0,2.0,1.0,4.0
150000000,"['Drama', 'Horror', 'Action', 'Thriller', 'Science Fiction']","['saving the world', 'lost civilisation', 'post-apocalyptic', 'dystopia', 'matter of life and death', 'alone', 'helplessness', 'virus', 'pandemic']",en,70.867401,"['Village Roadshow Pictures', 'Original Film', 'Weed Road Pictures', 'Warner Bros.', 'Heyday Films', 'Overbrook Entertainment']",14/12/2007,101.0,I Am Legend,6.9,4853,2.0,2.0,1.0,4.0
150000000,"['Adventure', 'Comedy', 'Family', 'Fantasy']","['london england', 'father son relationship', 'chocolate', 'factory worker', 'based on novel', 'parents kids relationship', 'candy', 'overweight child', 'grandfather grandson relationship', 'teacher']",en,53.90559200000001,"['Village Roadshow Pictures', 'The Zanuck Company', 'Warner Bros.', 'Tim Burton Productions', 'Plan B Entertainment', 'Theobald Film Productions']",13/07/2005,115.0,Charlie and the Chocolate Factory,6.7,3624,2.0,2.0,1.0,4.0
150000000,"['Animation', 'Comedy', 'Family', 'Fantasy']","['paris', 'brother brother relationship', 'expensive restaurant', 'river', 'cook', 'mouse', 'confidence', 'roof', 'window', ""leaving one's family"", 'work', 'restaurant critic', 'kitchen', 'spice', 'court', 'cookbook', 'family', 'chef', 'rat']",en,65.677399,"['Walt Disney Pictures', 'Pixar Animation Studios']",22/06/2007,111.0,Ratatouille,7.5,4369,2.0,2.0,1.0,4.0
